,experiment,accuracy,precision,recall,specificity,f1,f1_std,f1_min,f1_max
0,Experiment_3-3_v2_points_ranks_SMA5_EMA25_LeakyReLU,0.6639639639639641,0.60841965938218,0.5754466101274611,0.8093854261449802,0.5549850325859722,0.0164359111641509,0.5275213896938378,0.578063349030784
2,Experiment_3-3_ranks_SMA_best_EMA_best_LeakyRELU,0.6581081081081082,0.5932273620001004,0.5635798244308882,0.8046551410373066,0.5341608513708191,0.0190737010845628,0.5011697333807222,0.5607907310073678
3,Experiment_3-3_ranks_SMA_best_EMA_best_GELU,0.6567567567567567,0.5897274473853737,0.5588320190447851,0.8024704276615104,0.5188244701459336,0.0343074981340758,0.4744109589041096,0.5665852025667398
1,Experiment_3-3_v2_points_ranks_SMA5_EMA25_GELU,0.6454954954954955,0.5769343650033798,0.5629286316520359,0.803115483773127,0.5447969396391542,0.0206598863398507,0.5081807081807082,0.5741147122556699
