run,accuracy
1,0.5585585585585585
2,0.5585585585585585
3,0.5585585585585585
4,0.5585585585585585
5,0.545045045045045
6,0.5585585585585585
7,0.5675675675675675
8,0.5585585585585585
9,0.5585585585585585
10,0.5585585585585585
