run,accuracy
1,0.581081081081081
2,0.5720720720720721
3,0.5675675675675675
4,0.581081081081081
5,0.5765765765765766
6,0.5720720720720721
7,0.5855855855855856
8,0.5765765765765766
9,0.5765765765765766
10,0.5765765765765766
