run,accuracy
1,0.5225225225225225
2,0.5180180180180181
3,0.5225225225225225
4,0.5315315315315315
5,0.5315315315315315
6,0.5315315315315315
7,0.5315315315315315
8,0.527027027027027
9,0.5225225225225225
10,0.527027027027027
