run,accuracy
1,0.527027027027027
2,0.527027027027027
3,0.527027027027027
4,0.527027027027027
5,0.527027027027027
6,0.5315315315315315
7,0.5315315315315315
8,0.527027027027027
9,0.527027027027027
10,0.527027027027027
