run,accuracy
1,0.5495495495495496
2,0.5540540540540541
3,0.5540540540540541
4,0.5540540540540541
5,0.5585585585585585
6,0.5585585585585585
7,0.5630630630630631
8,0.5585585585585585
9,0.5630630630630631
10,0.5630630630630631
