rank_date,date_id,country,country_code,rank,previous_rank,rank_change,total_points,previous_points,confederation
2022-12-22,id13869,Wales,WAL,28,19,-9,1530.28,1569.82,UEFA
2022-12-22,id13869,Serbia,SRB,29,21,-8,1526.46,1563.62,UEFA
2022-12-22,id13869,Tunisia,TUN,30,30,0,1526.2,1507.54,CAF
2022-12-22,id13869,Chile,CHI,31,29,-2,1506.91,1509.61,CONMEBOL
2022-12-22,id13869,Costa Rica,CRC,32,31,-1,1500.18,1503.59,CONCACAF
2022-12-22,id13869,Cameroon,CMR,33,43,10,1499.3,1471.44,CAF
2022-12-22,id13869,Austria,AUT,34,34,0,1497.24,1492.95,UEFA
2022-12-22,id13869,Nigeria,NGA,35,32,-3,1494.32,1498.47,CAF
2022-12-22,id13869,Hungary,HUN,36,36,0,1493.33,1492.2,UEFA
2022-12-22,id13869,Russia,RUS,37,33,-4,1491.26,1496.11,UEFA
2022-12-22,id13869,Czechia,CZE,38,35,-3,1490.61,1492.21,UEFA
2022-12-22,id13869,Egypt,EGY,39,39,0,1490.34,1486.44,CAF
2022-12-22,id13869,Algeria,ALG,40,37,-3,1486.72,1489.1,CAF
2022-12-22,id13869,Ecuador,ECU,41,44,3,1477.32,1464.39,CONMEBOL
2022-12-22,id13869,Scotland,SCO,42,40,-2,1476.94,1479.53,UEFA
2022-12-22,id13869,Norway,NOR,43,42,-1,1475.05,1473.04,UEFA
2022-12-22,id13869,Türkiye,TUR,44,45,1,1465.38,1460.14,UEFA
2022-12-22,id13869,Mali,MLI,45,46,1,1449.05,1448.85,CAF
2022-12-22,id13869,Paraguay,PAR,46,47,1,1445.06,1448.77,CONMEBOL
2022-12-22,id13869,Côte d'Ivoire,CIV,47,48,1,1441.49,1443.06,CAF
2022-12-22,id13869,Republic of Ireland,IRL,48,49,1,1438.59,1440.19,UEFA
2022-12-22,id13869,Saudi Arabia,KSA,49,51,2,1438.13,1437.78,AFC
2022-12-22,id13869,Burkina Faso,BFA,50,54,4,1434.81,1432.25,CAF
2022-12-22,id13869,Greece,GRE,51,52,1,1433.59,1437.6,UEFA
2022-12-22,id13869,Romania,ROU,52,53,1,1432.64,1434.68,UEFA
2022-12-22,id13869,Canada,CAN,53,41,-12,1431.64,1475.0,CONCACAF
2022-12-22,id13869,Slovakia,SVK,54,55,1,1425.58,1425.59,UEFA
2022-12-22,id13869,Venezuela,VEN,55,57,2,1406.1,1404.37,CONMEBOL
2022-12-22,id13869,Finland,FIN,56,56,0,1405.71,1405.6,UEFA
2022-12-22,id13869,Bosnia and Herzegovina,BIH,57,58,1,1403.51,1403.51,UEFA
2022-12-22,id13869,Ghana,GHA,58,61,3,1400.02,1393.0,CAF
2022-12-22,id13869,Northern Ireland,NIR,59,59,0,1396.55,1396.55,UEFA
2022-12-22,id13869,Qatar,QAT,60,50,-10,1393.56,1439.89,AFC
2022-12-22,id13869,Panama,PAN,61,60,-1,1391.7,1393.28,CONCACAF
2022-12-22,id13869,Slovenia,SVN,62,63,1,1389.06,1384.04,UEFA
2022-12-22,id13869,Iceland,ISL,63,62,-1,1380.35,1384.41,UEFA
2022-12-22,id13869,Jamaica,JAM,64,64,0,1379.29,1378.86,CONCACAF
2022-12-22,id13869,North Macedonia,MKD,65,65,0,1355.28,1358.51,UEFA
2022-12-22,id13869,Albania,ALB,66,66,0,1353.03,1354.11,UEFA
2022-12-22,id13869,South Africa,RSA,67,67,0,1350.36,1349.59,CAF
2022-12-22,id13869,Iraq,IRQ,68,68,0,1342.39,1343.01,AFC
2022-12-22,id13869,Montenegro,MNE,69,69,0,1339.15,1341.03,UEFA
2022-12-22,id13869,United Arab Emirates,UAE,70,70,0,1338.48,1337.57,AFC
2022-12-22,id13869,Bulgaria,BUL,71,72,1,1336.71,1335.36,UEFA
2022-12-22,id13869,Cabo Verde,CPV,72,71,-1,1336.05,1336.05,CAF
2022-12-22,id13869,Congo DR,COD,73,73,0,1333.92,1333.92,CAF
2022-12-22,id13869,El Salvador,SLV,74,74,0,1326.86,1330.51,CONCACAF
2022-12-22,id13869,Oman,OMA,75,75,0,1321.24,1320.29,AFC
2022-12-22,id13869,Israel,ISR,76,76,0,1315.67,1316.55,UEFA
2022-12-22,id13869,Uzbekistan,UZB,77,77,0,1312.64,1309.98,AFC
2022-12-22,id13869,Georgia,GEO,78,78,0,1305.98,1307.34,UEFA
2022-12-22,id13869,Gabon,GAB,79,81,2,1305.47,1301.84,CAF
2022-12-22,id13869,China PR,CHN,80,79,-1,1305.06,1305.06,AFC
2022-12-22,id13869,Honduras,HON,81,80,-1,1300.78,1301.98,CONCACAF
2022-12-22,id13869,Bolivia,BOL,82,82,0,1294.96,1296.28,CONMEBOL
2022-12-22,id13869,Guinea,GUI,83,83,0,1290.47,1290.47,CAF
2022-12-22,id13869,Jordan,JOR,84,84,0,1289.99,1289.99,AFC
2022-12-22,id13869,Bahrain,BHR,85,85,0,1280.27,1280.64,AFC
2022-12-22,id13869,Curaçao,CUW,86,86,0,1278.64,1278.64,CONCACAF
2022-12-22,id13869,Haiti,HAI,87,87,0,1269.07,1269.07,CONCACAF
2022-12-22,id13869,Zambia,ZAM,88,88,0,1265.15,1267.41,CAF
2022-12-22,id13869,Uganda,UGA,89,89,0,1260.69,1260.69,CAF
2022-12-22,id13869,Syria,SYR,90,90,0,1251.46,1255.92,AFC
2022-12-22,id13869,Benin,BEN,91,91,0,1247.47,1247.47,CAF
2022-12-22,id13869,Luxembourg,LUX,92,92,0,1245.35,1243.8,UEFA
2022-12-22,id13869,Palestine,PLE,93,94,1,1233.72,1233.72,AFC
2022-12-22,id13869,Kyrgyz Republic,KGZ,94,95,1,1232.91,1230.22,AFC
2022-12-22,id13869,Armenia,ARM,95,93,-2,1231.76,1233.93,UEFA
2022-12-22,id13869,Vietnam,VIE,96,96,0,1228.63,1226.65,AFC
2022-12-22,id13869,Belarus,BLR,97,97,0,1221.68,1221.06,UEFA
2022-12-22,id13869,Equatorial Guinea,EQG,98,98,0,1215.66,1215.66,CAF
2022-12-22,id13869,Congo,CGO,99,100,1,1208.79,1208.79,CAF
2022-12-22,id13869,Lebanon,LBN,100,99,-1,1208.47,1211.71,AFC
2022-12-22,id13869,Kenya,KEN,101,101,0,1202.26,1202.26,CAF
2022-12-22,id13869,Madagascar,MAD,102,102,0,1200.74,1200.74,CAF
2022-12-22,id13869,Mauritania,MTN,103,103,0,1197.58,1197.58,CAF
2022-12-22,id13869,Trinidad and Tobago,TRI,104,104,0,1195.29,1195.29,CONCACAF
2022-12-22,id13869,New Zealand,NZL,105,105,0,1193.98,1193.98,OFC
2022-12-22,id13869,India,IND,106,106,0,1192.09,1192.09,AFC
2022-12-22,id13869,Kosovo,KOS,107,107,0,1187.03,1187.01,UEFA
2022-12-22,id13869,Tajikistan,TJK,108,108,0,1187.02,1185.7,AFC
2022-12-22,id13869,Estonia,EST,109,109,0,1186.27,1184.64,UEFA
2022-12-22,id13869,Cyprus,CYP,110,110,0,1185.17,1183.82,UEFA
2022-12-22,id13869,Thailand,THA,111,111,0,1173.4,1174.92,AFC
2022-12-22,id13869,Korea DPR,PRK,112,112,0,1169.96,1169.96,AFC
2022-12-22,id13869,Namibia,NAM,113,115,2,1164.13,1164.13,CAF
2022-12-22,id13869,Mozambique,MOZ,114,114,0,1163.56,1165.22,CAF
2022-12-22,id13869,Kazakhstan,KAZ,115,113,-2,1163.09,1166.63,UEFA
2022-12-22,id13869,Sierra Leone,SLE,116,117,1,1160.31,1160.31,CAF
2022-12-22,id13869,Angola,ANG,117,119,2,1158.81,1155.9,CAF
2022-12-22,id13869,Guinea-Bissau,GNB,118,116,-2,1158.77,1160.71,CAF
2022-12-22,id13869,Guatemala,GUA,119,118,-1,1157.56,1156.7,CONCACAF
2022-12-22,id13869,Libya,LBY,120,120,0,1156.74,1154.25,CAF
2022-12-22,id13869,Azerbaijan,AZE,121,123,2,1151.82,1146.72,UEFA
2022-12-22,id13869,Niger,NIG,122,121,-1,1148.53,1152.8,CAF
2022-12-22,id13869,Faroe Islands,FRO,123,122,-1,1146.31,1147.17,UEFA
2022-12-22,id13869,Malawi,MWI,124,124,0,1144.97,1144.97,CAF
2022-12-22,id13869,Zimbabwe,ZIM,125,125,0,1138.56,1138.56,CAF
2022-12-22,id13869,The Gambia,GAM,126,126,0,1137.57,1137.47,CAF
2022-12-22,id13869,Togo,TOG,127,127,0,1128.92,1128.92,CAF
2022-12-22,id13869,Sudan,SDN,128,128,0,1127.34,1127.34,CAF
2022-12-22,id13869,Comoros,COM,129,129,0,1123.18,1123.18,CAF
2022-12-22,id13869,Tanzania,TAN,130,130,0,1119.89,1119.89,CAF
2022-12-22,id13869,Antigua and Barbuda,ATG,131,131,0,1117.01,1117.01,CONCACAF
2022-12-22,id13869,Central African Republic,CTA,132,132,0,1116.97,1116.97,CAF
2022-12-22,id13869,Latvia,LVA,133,134,1,1116.96,1114.21,UEFA
2022-12-22,id13869,Philippines,PHI,134,133,-1,1113.15,1115.13,AFC
2022-12-22,id13869,Turkmenistan,TKM,135,135,0,1100.47,1100.47,AFC
2022-12-22,id13869,Solomon Islands,SOL,136,136,0,1095.7,1095.7,OFC
2022-12-22,id13869,Rwanda,RWA,137,137,0,1093.66,1093.66,CAF
2022-12-22,id13869,Ethiopia,ETH,138,138,0,1091.19,1091.19,CAF
2022-12-22,id13869,Suriname,SUR,139,139,0,1077.3,1077.3,CONCACAF
2022-12-22,id13869,St Kitts and Nevis,SKN,140,140,0,1076.91,1076.91,CONCACAF
2022-12-22,id13869,Burundi,BDI,141,141,0,1075.27,1076.26,CAF
2022-12-22,id13869,Nicaragua,NCA,142,142,0,1071.74,1071.83,CONCACAF
2022-12-22,id13869,Eswatini,SWZ,143,143,0,1070.89,1070.89,CAF
2022-12-22,id13869,Lithuania,LTU,144,144,0,1069.12,1069.75,UEFA
2022-12-22,id13869,Malaysia,MAS,145,146,1,1066.6,1062.32,AFC
2022-12-22,id13869,Hong Kong,HKG,146,145,-1,1062.39,1062.39,AFC
2022-12-22,id13869,Lesotho,LES,147,147,0,1061.4,1061.4,CAF
2022-12-22,id13869,Kuwait,KUW,148,149,1,1056.64,1053.41,AFC
2022-12-22,id13869,Botswana,BOT,149,148,-1,1054.43,1056.46,CAF
2022-12-22,id13869,Liberia,LBR,150,150,0,1049.66,1049.66,CAF
2022-12-22,id13869,Indonesia,IDN,151,152,1,1033.9,1033.9,AFC
2022-12-22,id13869,Dominican Republic,DOM,152,153,1,1031.86,1031.86,CONCACAF
2022-12-22,id13869,Andorra,AND,153,151,-2,1031.13,1035.2,UEFA
2022-12-22,id13869,Yemen,YEM,154,155,1,1023.52,1023.52,AFC
2022-12-22,id13869,Afghanistan,AFG,155,156,1,1023.04,1023.04,AFC
2022-12-22,id13869,Maldives,MDV,156,154,-2,1021.18,1026.09,AFC
2022-12-22,id13869,Chinese Taipei,TPE,157,157,0,1021.02,1017.78,AFC
2022-12-22,id13869,Papua New Guinea,PNG,158,159,1,1007.46,1007.46,OFC
2022-12-22,id13869,Myanmar,MYA,159,158,-1,1006.16,1007.89,AFC
2022-12-22,id13869,Singapore,SGP,160,160,0,1006.1,1003.5,AFC
2022-12-22,id13869,New Caledonia,NCL,161,161,0,995.58,995.58,OFC
2022-12-22,id13869,Tahiti,TAH,162,162,0,995.11,995.11,OFC
2022-12-22,id13869,Fiji,FIJ,163,163,0,989.43,989.43,OFC
2022-12-22,id13869,Vanuatu,VAN,164,164,0,985.62,985.62,OFC
2022-12-22,id13869,South Sudan,SSD,165,165,0,983.99,983.99,CAF
2022-12-22,id13869,Barbados,BRB,166,166,0,982.27,982.27,CONCACAF
2022-12-22,id13869,Malta,MLT,167,168,1,978.95,977.92,UEFA
2022-12-22,id13869,Cuba,CUB,168,167,-1,978.65,978.65,CONCACAF
2022-12-22,id13869,Bermuda,BER,169,169,0,977.47,977.47,CONCACAF
2022-12-22,id13869,Puerto Rico,PUR,170,170,0,974.32,974.32,CONCACAF
2022-12-22,id13869,Guyana,GUY,171,171,0,968.74,968.74,CONCACAF
2022-12-22,id13869,St Lucia,LCA,172,172,0,964.73,965.66,CONCACAF
2022-12-22,id13869,Grenada,GRN,173,173,0,963.72,963.72,CONCACAF
2022-12-22,id13869,Moldova,MDA,174,174,0,958.88,961.23,UEFA
2022-12-22,id13869,Nepal,NEP,175,175,0,956.94,954.86,AFC
2022-12-22,id13869,Belize,BLZ,176,176,0,950.88,950.88,CONCACAF
2022-12-22,id13869,Cambodia,CAM,177,177,0,946.66,948.62,AFC
2022-12-22,id13869,St Vincent and the Grenadines,VIN,178,178,0,945.25,945.25,CONCACAF
2022-12-22,id13869,Montserrat,MSR,179,179,0,940.78,940.78,CONCACAF
2022-12-22,id13869,Mauritius,MRI,180,180,0,932.02,932.02,CAF
2022-12-22,id13869,Chad,CHA,181,181,0,930.22,930.22,CAF
2022-12-22,id13869,Macau,MAC,182,182,0,922.1,922.1,AFC
2022-12-22,id13869,Mongolia,MNG,183,183,0,913.55,913.55,AFC
2022-12-22,id13869,Dominica,DMA,184,184,0,911.51,911.51,CONCACAF
2022-12-22,id13869,Bhutan,BHU,185,185,0,910.96,910.96,AFC
2022-12-22,id13869,São Tomé and Príncipe,STP,186,186,0,908.18,908.18,CAF
2022-12-22,id13869,Laos,LAO,187,187,0,905.51,905.51,AFC
2022-12-22,id13869,American Samoa,ASA,188,188,0,900.27,900.27,OFC
2022-12-22,id13869,Cook Islands,COK,189,189,0,899.33,899.33,OFC
2022-12-22,id13869,Brunei Darussalam,BRU,190,190,0,898.02,898.41,AFC
2022-12-22,id13869,Samoa,SAM,191,191,0,894.26,894.26,OFC
2022-12-22,id13869,Bangladesh,BAN,192,192,0,884.45,884.45,AFC
2022-12-22,id13869,Djibouti,DJI,193,193,0,875.05,875.05,CAF
2022-12-22,id13869,Cayman Islands,CAY,194,195,1,865.72,865.72,CONCACAF
2022-12-22,id13869,Pakistan,PAK,195,194,-1,864.72,866.81,AFC
2022-12-22,id13869,Tonga,TGA,196,197,1,861.81,861.81,OFC
2022-12-22,id13869,Timor-Leste,TLS,197,198,1,860.45,860.06,AFC
2022-12-22,id13869,Liechtenstein,LIE,198,196,-2,859.84,862.39,UEFA
2022-12-22,id13869,Seychelles,SEY,199,199,0,859.56,859.56,CAF
2022-12-22,id13869,Gibraltar,GIB,200,204,4,858.04,852.16,UEFA
2022-12-22,id13869,Eritrea,ERI,201,200,-1,855.56,855.56,CAF
2022-12-22,id13869,Aruba,ARU,202,201,-1,855.37,855.37,CONCACAF
2022-12-22,id13869,Bahamas,BAH,203,202,-1,854.8,854.8,CONCACAF
2022-12-22,id13869,Somalia,SOM,204,203,-1,854.72,854.72,CAF
2022-12-22,id13869,Guam,GUM,205,205,0,838.33,838.33,AFC
2022-12-22,id13869,Turks and Caicos Islands,TCA,206,206,0,832.0,832.0,CONCACAF
2022-12-22,id13869,Sri Lanka,SRI,207,207,0,825.25,825.25,AFC
2022-12-22,id13869,US Virgin Islands,VIR,208,208,0,823.97,823.97,CONCACAF
2022-12-22,id13869,British Virgin Islands,VGB,209,209,0,809.32,809.32,CONCACAF
2022-12-22,id13869,Anguilla,AIA,210,210,0,790.74,790.74,CONCACAF
2022-12-22,id13869,San Marino,SMR,211,211,0,763.15,762.22,UEFA
