rank_date,date_id,country,country_code,rank,previous_rank,rank_change,total_points,previous_points,confederation
2023-12-21,id14233,Serbia,SRB,34.0,34.0,0.0,1517.43,1517.43,UEFA
2023-12-21,id14233,Peru,PER,35.0,35.0,0.0,1512.68,1512.68,CONMEBOL
2023-12-21,id14233,Scotland,SCO,36.0,36.0,0.0,1506.89,1506.89,UEFA
2023-12-21,id14233,Türkiye,TUR,37.0,37.0,0.0,1505.28,1505.28,UEFA
2023-12-21,id14233,Russia,RUS,38.0,38.0,0.0,1498.84,1498.84,UEFA
2023-12-21,id14233,Czechia,CZE,39.0,39.0,0.0,1494.04,1494.04,UEFA
2023-12-21,id14233,Chile,CHI,40.0,40.0,0.0,1489.82,1489.82,CONMEBOL
2023-12-21,id14233,Panama,PAN,41.0,41.0,0.0,1475.62,1475.62,CONCACAF
2023-12-21,id14233,Nigeria,NGA,42.0,42.0,0.0,1474.44,1474.44,CAF
2023-12-21,id14233,Romania,ROU,43.0,43.0,0.0,1472.73,1472.73,UEFA
2023-12-21,id14233,Norway,NOR,44.0,44.0,0.0,1472.36,1472.36,UEFA
2023-12-21,id14233,Slovakia,SVK,45.0,45.0,0.0,1465.73,1465.73,UEFA
2023-12-21,id14233,Cameroon,CMR,46.0,46.0,0.0,1463.06,1463.06,CAF
2023-12-21,id14233,Greece,GRE,47.0,47.0,0.0,1453.95,1453.95,UEFA
2023-12-21,id14233,Canada,CAN,48.0,48.0,0.0,1453.76,1453.76,CONCACAF
2023-12-21,id14233,Côte d'Ivoire,CIV,49.0,50.0,1.0,1447.65,1447.65,CAF
2023-12-21,id14233,Venezuela,VEN,50.0,49.0,-1.0,1447.2,1448.77,CONMEBOL
2023-12-21,id14233,Mali,MLI,51.0,51.0,0.0,1445.6,1445.6,CAF
2023-12-21,id14233,Costa Rica,CRC,52.0,52.0,0.0,1437.57,1437.57,CONCACAF
2023-12-21,id14233,Paraguay,PAR,53.0,53.0,0.0,1430.73,1430.73,CONMEBOL
2023-12-21,id14233,Slovenia,SVN,54.0,54.0,0.0,1427.84,1427.84,UEFA
2023-12-21,id14233,Jamaica,JAM,55.0,55.0,0.0,1421.54,1421.54,CONCACAF
2023-12-21,id14233,Saudi Arabia,KSA,56.0,56.0,0.0,1421.06,1421.06,AFC
2023-12-21,id14233,Burkina Faso,BFA,57.0,57.0,0.0,1411.01,1411.01,CAF
2023-12-21,id14233,Qatar,QAT,58.0,58.0,0.0,1407.3,1407.3,AFC
2023-12-21,id14233,Finland,FIN,59.0,59.0,0.0,1401.31,1401.31,UEFA
2023-12-21,id14233,Republic of Ireland,IRL,60.0,60.0,0.0,1399.6,1399.6,UEFA
2023-12-21,id14233,Ghana,GHA,61.0,61.0,0.0,1384.19,1384.19,CAF
2023-12-21,id14233,Albania,ALB,62.0,62.0,0.0,1382.69,1382.69,UEFA
2023-12-21,id14233,Iraq,IRQ,63.0,63.0,0.0,1365.98,1365.98,AFC
2023-12-21,id14233,United Arab Emirates,UAE,64.0,64.0,0.0,1364.46,1364.46,AFC
2023-12-21,id14233,North Macedonia,MKD,65.0,65.0,0.0,1362.17,1362.17,UEFA
2023-12-21,id14233,South Africa,RSA,66.0,66.0,0.0,1357.08,1357.08,CAF
2023-12-21,id14233,Congo DR,COD,67.0,67.0,0.0,1356.66,1356.66,CAF
2023-12-21,id14233,Uzbekistan,UZB,68.0,68.0,0.0,1345.26,1345.26,AFC
2023-12-21,id14233,Bosnia and Herzegovina,BIH,69.0,69.0,0.0,1343.32,1343.32,UEFA
2023-12-21,id14233,Montenegro,MNE,70.0,70.0,0.0,1342.64,1342.64,UEFA
2023-12-21,id14233,Iceland,ISL,71.0,71.0,0.0,1338.39,1338.39,UEFA
2023-12-21,id14233,Northern Ireland,NIR,72.0,72.0,0.0,1333.17,1333.17,UEFA
2023-12-21,id14233,Cabo Verde,CPV,73.0,73.0,0.0,1329.8,1329.8,CAF
2023-12-21,id14233,Oman,OMA,74.0,74.0,0.0,1324.89,1324.89,AFC
2023-12-21,id14233,Israel,ISR,75.0,75.0,0.0,1323.43,1323.43,UEFA
2023-12-21,id14233,Honduras,HON,76.0,76.0,0.0,1313.8,1313.8,CONCACAF
2023-12-21,id14233,Georgia,GEO,77.0,77.0,0.0,1312.45,1312.45,UEFA
2023-12-21,id14233,El Salvador,SLV,78.0,78.0,0.0,1306.14,1306.14,CONCACAF
2023-12-21,id14233,China PR,CHN,79.0,79.0,0.0,1299.49,1299.49,AFC
2023-12-21,id14233,Guinea,GUI,80.0,80.0,0.0,1290.01,1290.01,CAF
2023-12-21,id14233,Bulgaria,BUL,81.0,81.0,0.0,1289.9,1289.9,UEFA
2023-12-21,id14233,Gabon,GAB,82.0,82.0,0.0,1289.52,1289.52,CAF
2023-12-21,id14233,Luxembourg,LUX,83.0,83.0,0.0,1285.41,1285.41,UEFA
2023-12-21,id14233,Zambia,ZAM,84.0,84.0,0.0,1284.56,1284.56,CAF
2023-12-21,id14233,Bolivia,BOL,85.0,85.0,0.0,1284.55,1284.55,CONMEBOL
2023-12-21,id14233,Bahrain,BHR,86.0,86.0,0.0,1277.29,1277.29,AFC
2023-12-21,id14233,Jordan,JOR,87.0,87.0,0.0,1272.63,1272.63,AFC
2023-12-21,id14233,Equatorial Guinea,EQG,88.0,88.0,0.0,1268.43,1268.43,CAF
2023-12-21,id14233,Haiti,HAI,89.0,89.0,0.0,1262.5,1262.5,CONCACAF
2023-12-21,id14233,Curaçao,CUW,90.0,90.0,0.0,1262.48,1262.48,CONCACAF
2023-12-21,id14233,Syria,SYR,91.0,91.0,0.0,1245.27,1245.27,AFC
2023-12-21,id14233,Uganda,UGA,92.0,92.0,0.0,1245.08,1245.08,CAF
2023-12-21,id14233,Armenia,ARM,93.0,93.0,0.0,1237.15,1237.15,UEFA
2023-12-21,id14233,Vietnam,VIE,94.0,94.0,0.0,1235.58,1235.58,AFC
2023-12-21,id14233,Belarus,BLR,95.0,95.0,0.0,1232.8,1232.8,UEFA
2023-12-21,id14233,Trinidad and Tobago,TRI,96.0,96.0,0.0,1228.05,1228.05,CONCACAF
2023-12-21,id14233,Benin,BEN,97.0,97.0,0.0,1225.1,1225.1,CAF
2023-12-21,id14233,Kyrgyz Republic,KGZ,98.0,98.0,0.0,1224.14,1224.14,AFC
2023-12-21,id14233,Palestine,PLE,99.0,99.0,0.0,1217.6,1217.6,AFC
2023-12-21,id14233,Kazakhstan,KAZ,100.0,100.0,0.0,1215.16,1215.16,UEFA
2023-12-21,id14233,Kosovo,KOS,101.0,101.0,0.0,1202.77,1202.77,UEFA
2023-12-21,id14233,India,IND,102.0,102.0,0.0,1200.8,1200.8,AFC
2023-12-21,id14233,Guinea-Bissau,GNB,103.0,103.0,0.0,1197.83,1197.83,CAF
2023-12-21,id14233,New Zealand,NZL,104.0,104.0,0.0,1197.47,1197.47,OFC
2023-12-21,id14233,Mauritania,MTN,105.0,105.0,0.0,1195.25,1195.25,CAF
2023-12-21,id14233,Tajikistan,TJK,106.0,106.0,0.0,1195.07,1195.07,AFC
2023-12-21,id14233,Lebanon,LBN,107.0,107.0,0.0,1192.58,1192.58,AFC
2023-12-21,id14233,Guatemala,GUA,108.0,108.0,0.0,1189.98,1189.98,CONCACAF
2023-12-21,id14233,Madagascar,MAD,109.0,109.0,0.0,1187.63,1187.63,CAF
2023-12-21,id14233,Kenya,KEN,110.0,110.0,0.0,1181.92,1181.92,CAF
2023-12-21,id14233,Mozambique,MOZ,111.0,111.0,0.0,1180.72,1180.72,CAF
2023-12-21,id14233,Congo,CGO,112.0,112.0,0.0,1179.8,1179.8,CAF
2023-12-21,id14233,Thailand,THA,113.0,113.0,0.0,1176.75,1176.75,AFC
2023-12-21,id14233,Azerbaijan,AZE,114.0,114.0,0.0,1174.22,1174.22,UEFA
2023-12-21,id14233,Namibia,NAM,115.0,115.0,0.0,1168.38,1168.38,CAF
2023-12-21,id14233,Korea DPR,PRK,116.0,116.0,0.0,1168.12,1168.12,AFC
2023-12-21,id14233,Angola,ANG,117.0,117.0,0.0,1168.05,1168.05,CAF
2023-12-21,id14233,Togo,TOG,118.0,118.0,0.0,1165.74,1165.74,CAF
2023-12-21,id14233,Comoros,COM,119.0,119.0,0.0,1156.45,1156.45,CAF
2023-12-21,id14233,Libya,LBY,120.0,120.0,0.0,1155.23,1155.23,CAF
2023-12-21,id14233,Tanzania,TAN,121.0,121.0,0.0,1155.19,1155.19,CAF
2023-12-21,id14233,Estonia,EST,122.0,122.0,0.0,1149.7,1149.7,UEFA
2023-12-21,id14233,Malawi,MWI,123.0,123.0,0.0,1149.4,1149.4,CAF
2023-12-21,id14233,Zimbabwe,ZIM,124.0,124.0,0.0,1144.56,1144.56,CAF
2023-12-21,id14233,Cyprus,CYP,125.0,125.0,0.0,1143.42,1143.42,UEFA
2023-12-21,id14233,The Gambia,GAM,126.0,126.0,0.0,1140.06,1140.06,CAF
2023-12-21,id14233,Sierra Leone,SLE,127.0,127.0,0.0,1138.53,1138.53,CAF
2023-12-21,id14233,Sudan,SDN,128.0,128.0,0.0,1128.74,1128.74,CAF
2023-12-21,id14233,Niger,NIG,129.0,129.0,0.0,1127.75,1127.75,CAF
2023-12-21,id14233,Malaysia,MAS,130.0,130.0,0.0,1122.87,1122.87,AFC
2023-12-21,id14233,Central African Republic,CTA,131.0,131.0,0.0,1121.34,1121.34,CAF
2023-12-21,id14233,Solomon Islands,SOL,132.0,132.0,0.0,1113.57,1112.2,OFC
2023-12-21,id14233,Rwanda,RWA,133.0,133.0,0.0,1107.04,1107.04,CAF
2023-12-21,id14233,Nicaragua,NCA,134.0,134.0,0.0,1104.26,1104.26,CONCACAF
2023-12-21,id14233,Faroe Islands,FRO,135.0,135.0,0.0,1102.1,1102.1,UEFA
2023-12-21,id14233,Kuwait,KUW,136.0,136.0,0.0,1098.07,1098.07,AFC
2023-12-21,id14233,Latvia,LVA,137.0,137.0,0.0,1097.84,1097.84,UEFA
2023-12-21,id14233,Lithuania,LTU,138.0,138.0,0.0,1086.93,1086.93,UEFA
2023-12-21,id14233,Burundi,BDI,139.0,139.0,0.0,1086.62,1086.62,CAF
2023-12-21,id14233,Philippines,PHI,140.0,140.0,0.0,1086.17,1086.17,AFC
2023-12-21,id14233,Turkmenistan,TKM,141.0,141.0,0.0,1078.25,1078.25,AFC
2023-12-21,id14233,Antigua and Barbuda,ATG,142.0,142.0,0.0,1072.66,1072.66,CONCACAF
2023-12-21,id14233,Suriname,SUR,143.0,143.0,0.0,1071.85,1071.85,CONCACAF
2023-12-21,id14233,Ethiopia,ETH,144.0,144.0,0.0,1068.79,1068.79,CAF
2023-12-21,id14233,Botswana,BOT,145.0,145.0,0.0,1064.5,1064.5,CAF
2023-12-21,id14233,Indonesia,IDN,146.0,146.0,0.0,1064.01,1064.01,AFC
2023-12-21,id14233,St Kitts and Nevis,SKN,147.0,147.0,0.0,1057.05,1057.05,CONCACAF
2023-12-21,id14233,Lesotho,LES,148.0,148.0,0.0,1047.27,1047.27,CAF
2023-12-21,id14233,Eswatini,SWZ,149.0,149.0,0.0,1045.88,1045.88,CAF
2023-12-21,id14233,"Hong Kong, China",HKG,150.0,150.0,0.0,1042.93,1042.93,AFC
2023-12-21,id14233,Dominican Republic,DOM,151.0,151.0,0.0,1040.77,1040.77,CONCACAF
2023-12-21,id14233,Yemen,YEM,152.0,152.0,0.0,1027.94,1027.94,AFC
2023-12-21,id14233,Liberia,LBR,153.0,153.0,0.0,1024.11,1024.11,CAF
2023-12-21,id14233,Chinese Taipei,TPE,154.0,154.0,0.0,1023.93,1023.93,AFC
2023-12-21,id14233,Moldova,MDA,155.0,155.0,0.0,1022.6,1022.6,UEFA
2023-12-21,id14233,Singapore,SGP,156.0,156.0,0.0,1020.5,1020.5,AFC
2023-12-21,id14233,Guyana,GUY,157.0,157.0,0.0,1018.14,1018.14,CONCACAF
2023-12-21,id14233,Afghanistan,AFG,158.0,158.0,0.0,1017.68,1017.68,AFC
2023-12-21,id14233,New Caledonia,NCL,159.0,160.0,1.0,1008.92,1004.76,OFC
2023-12-21,id14233,Puerto Rico,PUR,160.0,159.0,-1.0,1007.19,1007.19,CONCACAF
2023-12-21,id14233,Maldives,MDV,161.0,161.0,0.0,1003.48,1003.48,AFC
2023-12-21,id14233,Myanmar,MYA,162.0,162.0,0.0,1000.46,1000.46,AFC
2023-12-21,id14233,Tahiti,TAH,163.0,164.0,1.0,999.48,994.97,OFC
2023-12-21,id14233,Andorra,AND,164.0,163.0,-1.0,998.0,998.0,UEFA
2023-12-21,id14233,Papua New Guinea,PNG,165.0,165.0,0.0,990.61,991.01,OFC
2023-12-21,id14233,South Sudan,SSD,166.0,166.0,0.0,989.29,989.29,CAF
2023-12-21,id14233,St Lucia,LCA,167.0,167.0,0.0,988.67,988.67,CONCACAF
2023-12-21,id14233,Fiji,FIJ,168.0,170.0,2.0,981.26,980.62,OFC
2023-12-21,id14233,Cuba,CUB,169.0,169.0,0.0,980.65,980.65,CONCACAF
2023-12-21,id14233,Vanuatu,VAN,170.0,168.0,-2.0,980.33,985.26,OFC
2023-12-21,id14233,Bermuda,BER,171.0,171.0,0.0,972.36,972.36,CONCACAF
2023-12-21,id14233,Malta,MLT,172.0,172.0,0.0,967.29,967.29,UEFA
2023-12-21,id14233,St Vincent and the Grenadines,VIN,173.0,173.0,0.0,953.47,953.47,CONCACAF
2023-12-21,id14233,Grenada,GRN,174.0,174.0,0.0,950.99,950.99,CONCACAF
2023-12-21,id14233,Nepal,NEP,175.0,175.0,0.0,948.05,948.05,AFC
2023-12-21,id14233,Montserrat,MSR,176.0,176.0,0.0,946.08,946.08,CONCACAF
2023-12-21,id14233,Mauritius,MRI,177.0,177.0,0.0,944.95,944.95,CAF
2023-12-21,id14233,Barbados,BRB,178.0,178.0,0.0,943.8,943.8,CONCACAF
2023-12-21,id14233,Cambodia,CAM,179.0,179.0,0.0,931.47,931.47,AFC
2023-12-21,id14233,Dominica,DMA,180.0,180.0,0.0,922.25,922.25,CONCACAF
2023-12-21,id14233,Chad,CHA,181.0,181.0,0.0,920.37,920.37,CAF
2023-12-21,id14233,Belize,BLZ,182.0,182.0,0.0,918.68,918.68,CONCACAF
2023-12-21,id14233,Bangladesh,BAN,183.0,183.0,0.0,916.75,916.75,AFC
2023-12-21,id14233,Bhutan,BHU,184.0,184.0,0.0,913.02,913.02,AFC
2023-12-21,id14233,Cook Islands,COK,185.0,185.0,0.0,897.3,901.9,OFC
2023-12-21,id14233,Samoa,SAM,186.0,187.0,1.0,896.78,896.28,OFC
2023-12-21,id14233,Macau,MAC,187.0,186.0,-1.0,896.62,896.62,AFC
2023-12-21,id14233,American Samoa,ASA,188.0,188.0,0.0,890.97,893.67,OFC
2023-12-21,id14233,Laos,LAO,189.0,189.0,0.0,889.62,889.62,AFC
2023-12-21,id14233,Mongolia,MNG,190.0,190.0,0.0,889.16,889.16,AFC
2023-12-21,id14233,São Tomé and Príncipe,STP,191.0,191.0,0.0,888.94,888.94,CAF
2023-12-21,id14233,Djibouti,DJI,192.0,192.0,0.0,881.18,881.18,CAF
2023-12-21,id14233,Aruba,ARU,193.0,193.0,0.0,879.32,879.32,CONCACAF
2023-12-21,id14233,Brunei Darussalam,BRU,194.0,194.0,0.0,870.63,870.63,AFC
2023-12-21,id14233,Pakistan,PAK,195.0,195.0,0.0,856.54,856.54,AFC
2023-12-21,id14233,Tonga,TGA,196.0,196.0,0.0,856.18,853.49,OFC
2023-12-21,id14233,Cayman Islands,CAY,197.0,197.0,0.0,851.19,851.19,CONCACAF
2023-12-21,id14233,Somalia,SOM,198.0,198.0,0.0,845.66,845.66,CAF
2023-12-21,id14233,Seychelles,SEY,199.0,199.0,0.0,845.53,845.53,CAF
2023-12-21,id14233,Timor-Leste,TLS,200.0,200.0,0.0,843.4,843.4,AFC
2023-12-21,id14233,Gibraltar,GIB,201.0,201.0,0.0,840.8,840.8,UEFA
2023-12-21,id14233,Bahamas,BAH,202.0,202.0,0.0,835.81,835.81,CONCACAF
2023-12-21,id14233,Liechtenstein,LIE,203.0,203.0,0.0,833.01,833.01,UEFA
2023-12-21,id14233,Sri Lanka,SRI,204.0,204.0,0.0,822.03,822.03,AFC
2023-12-21,id14233,Guam,GUM,205.0,205.0,0.0,821.91,821.91,AFC
2023-12-21,id14233,Turks and Caicos Islands,TCA,206.0,206.0,0.0,818.57,818.57,CONCACAF
2023-12-21,id14233,British Virgin Islands,VGB,207.0,207.0,0.0,807.57,807.57,CONCACAF
2023-12-21,id14233,US Virgin Islands,VIR,208.0,208.0,0.0,796.78,796.78,CONCACAF
2023-12-21,id14233,Anguilla,AIA,209.0,209.0,0.0,785.69,785.69,CONCACAF
2023-12-21,id14233,San Marino,SMR,210.0,210.0,0.0,741.61,741.61,UEFA
2023-12-21,id14233,Eritrea,ERI,,,,855.56,0.0,CAF
