Unnamed: 0,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,is_world_cup,is_qualifier,match_id,home_rank_date_used,home_rank,home_previous_rank,home_rank_change,home_total_points,home_previous_points,away_rank_date_used,away_rank,away_previous_rank,away_rank_change,away_total_points,away_previous_points,rank_advantage,points_diff,home_elo,away_elo,elo_advantage,result,home_form_sma3,home_form_sma5,home_form_sma7,home_form_ema50,home_form_ema33,home_form_ema25,away_form_sma3,away_form_sma5,away_form_sma7,away_form_ema50,away_form_ema33,away_form_ema25,form_diff_sma3,form_diff_sma5,form_diff_sma7,form_diff_ema50,form_diff_ema33,form_diff_ema25,home_strength_adjusted_margin_ema33,away_strength_adjusted_margin_ema33,strength_adjusted_margin_diff_ema33
148,2022-12-03,Argentina,Australia,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,1,2022,1,0,149,2022-03-31,4.0,4.0,0.0,1765.13,1766.99,2022-03-31,42.0,37.0,-5.0,1462.29,1486.86,38.0,302.84000000000015,2101.0,1735.0,366.0,1,0.3333333333333333,0.4,0.5714285714285714,0.6875,0.6049382716049383,0.61328125,0.3333333333333333,0.4,0.0,0.63671875,0.4391098917847888,0.3722686767578125,0.0,0.0,0.5714285714285714,0.05078125,0.1658283798201494,0.2410125732421875,0.6121658382416225,1.6099880074743558,-0.9978221692327333
150,2022-12-04,England,Senegal,3.0,0.0,FIFA World Cup,Al Khor,Qatar,1,2022,1,0,151,2022-03-31,5.0,5.0,0.0,1761.71,1755.52,2022-03-31,20.0,18.0,-2.0,1584.16,1587.78,15.0,177.54999999999995,2031.0,1702.0,329.0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.7777777777777778,0.8125,0.3333333333333333,0.2,0.2,0.625,0.3086419753086418,0.0859375,0.3333333333333333,0.4666666666666666,0.4666666666666666,0.125,0.469135802469136,0.7265625,3.4098961937716266,-0.9915647561691073,4.401460949940734
149,2022-12-04,France,Poland,3.0,1.0,FIFA World Cup,Doha,Qatar,1,2022,1,0,150,2022-03-31,3.0,3.0,0.0,1789.85,1786.15,2022-03-31,26.0,28.0,2.0,1544.2,1530.62,23.0,245.64999999999984,2114.0,1813.0,301.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333335,0.5,0.0,0.25,0.25,-0.125,0.1851851851851853,0.359375,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.125,0.1481481481481481,0.140625,1.9165397923875431,1.862039487075107,0.054500305312436215
151,2022-12-05,Japan,Croatia,1.0,1.0,FIFA World Cup,Al Wakrah,Qatar,1,2022,1,0,152,2022-03-31,23.0,23.0,0.0,1553.44,1549.82,2022-03-31,16.0,15.0,-1.0,1621.11,1620.74,-7.0,-67.66999999999985,1760.0,1858.0,-98.0,0,0.3333333333333333,0.4,0.5714285714285714,0.4375,0.4567901234567901,0.51953125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.2222222222222222,0.1875,0.0,0.0666666666666667,0.238095238095238,0.1875,0.2345679012345679,0.33203125,0.8708546796904029,0.01647058823529412,0.8543840914551087
152,2022-12-05,Brazil,South Korea,4.0,1.0,FIFA World Cup,Doha,Qatar,1,2022,1,0,153,2022-03-31,1.0,2.0,1.0,1832.69,1823.42,2022-03-31,29.0,29.0,0.0,1519.54,1522.85,28.0,313.1500000000001,2149.0,1788.0,361.0,1,0.3333333333333333,0.6,0.5714285714285714,-0.015625,0.2455418381344308,0.322021484375,0.0,0.0,0.2857142857142857,0.25,0.2098765432098766,0.2734375,0.3333333333333333,0.6,0.2857142857142857,-0.265625,0.0356652949245542,0.048583984375,-0.16846303453342787,-0.10404204748208071,-0.06442098705134716
153,2022-12-06,Morocco,Spain,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,1,2022,1,0,154,2022-03-31,24.0,24.0,0.0,1551.88,1547.42,2022-03-31,7.0,7.0,0.0,1709.19,1704.75,-17.0,-157.30999999999997,1764.0,2036.0,-272.0,0,0.6666666666666666,0.6,0.6,0.8125,0.6543209876543209,0.54296875,0.0,0.0,0.0,-0.25,0.1111111111111112,0.3125,0.6666666666666666,0.6,0.6,1.0625,0.5432098765432096,0.23046875,-0.3674122675734246,5.6923183391003445,-6.059730606673769
154,2022-12-06,Portugal,Switzerland,6.0,1.0,FIFA World Cup,Lusail,Qatar,1,2022,1,0,155,2022-03-31,8.0,8.0,0.0,1674.78,1660.25,2022-03-31,14.0,14.0,0.0,1635.32,1642.83,6.0,39.46000000000004,1972.0,1933.0,39.0,1,0.3333333333333333,0.6,0.6,0.0,0.3333333333333335,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5555555555555556,0.625,0.0,0.2666666666666666,0.2666666666666666,-0.5,-0.2222222222222221,-0.125,1.1426283210210606,0.4832525951557094,0.6593757258653512
155,2022-12-09,Croatia,Brazil,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,1,2022,1,0,156,2022-03-31,16.0,15.0,-1.0,1621.11,1620.74,2022-03-31,1.0,2.0,1.0,1832.69,1823.42,-15.0,-211.58000000000013,1858.0,2149.0,-291.0,0,0.3333333333333333,0.25,0.25,0.125,0.1481481481481481,0.140625,0.3333333333333333,0.6,0.7142857142857143,0.4921875,0.4970278920896205,0.49151611328125,0.0,-0.35,-0.4642857142857143,-0.3671875,-0.3488797439414723,-0.35089111328125,0.00726643598615917,-0.015024032502049756,0.022290468488208925
156,2022-12-09,Netherlands,Argentina,2.0,2.0,FIFA World Cup,Lusail,Qatar,1,2022,1,0,157,2022-03-31,10.0,10.0,0.0,1658.66,1653.73,2022-03-31,4.0,4.0,0.0,1765.13,1766.99,-6.0,-106.47000000000004,1929.0,2101.0,-172.0,0,0.6666666666666666,0.75,0.75,0.875,0.8518518518518519,0.859375,1.0,0.4,0.5714285714285714,0.84375,0.7366255144032922,0.7099609375,-0.3333333333333333,0.35,0.1785714285714286,0.03125,0.1152263374485597,0.1494140625,1.6402483207815999,0.5902737301097624,1.0499745906718374
157,2022-12-10,Morocco,Portugal,1.0,0.0,FIFA World Cup,Doha,Qatar,1,2022,1,0,158,2022-03-31,24.0,24.0,0.0,1551.88,1547.42,2022-03-31,8.0,8.0,0.0,1674.78,1660.25,-16.0,-122.89999999999986,1764.0,1972.0,-208.0,1,0.6666666666666666,0.6,0.5,0.40625,0.4362139917695473,0.4072265625,0.3333333333333333,0.6,0.6666666666666666,0.5,0.5555555555555556,0.625,0.3333333333333333,0.0,-0.1666666666666666,-0.09375,-0.1193415637860082,-0.2177734375,-0.32579978124557607,1.3624737139021748,-1.688273495147751
158,2022-12-10,England,France,1.0,2.0,FIFA World Cup,Al Khor,Qatar,1,2022,1,0,159,2022-03-31,5.0,5.0,0.0,1761.71,1755.52,2022-03-31,3.0,3.0,0.0,1789.85,1786.15,-2.0,-28.13999999999988,2031.0,2114.0,-83.0,-1,0.6666666666666666,0.75,0.75,0.875,0.8518518518518519,0.859375,0.3333333333333333,0.5,0.5,0.5,0.5555555555555556,0.625,0.3333333333333333,0.25,0.25,0.375,0.2962962962962963,0.234375,3.3681375941380014,1.8943903928353347,1.4737472013026667
159,2022-12-13,Argentina,Croatia,3.0,0.0,FIFA World Cup,Lusail,Qatar,1,2022,1,0,160,2022-03-31,4.0,4.0,0.0,1765.13,1766.99,2022-03-31,16.0,15.0,-1.0,1621.11,1620.74,12.0,144.0200000000002,2101.0,1858.0,243.0,1,0.6666666666666666,0.4,0.4285714285714285,0.421875,0.4910836762688615,0.532470703125,0.0,0.2,0.2,0.0625,0.0987654320987654,0.10546875,0.6666666666666666,0.2,0.2285714285714285,0.359375,0.3923182441700961,0.427001953125,0.5484929224562469,0.02448605739873804,0.5240068650575089
160,2022-12-14,France,Morocco,2.0,0.0,FIFA World Cup,Al Khor,Qatar,1,2022,1,0,161,2022-03-31,3.0,3.0,0.0,1789.85,1786.15,2022-03-31,24.0,24.0,0.0,1551.88,1547.42,21.0,237.9699999999998,2114.0,1764.0,350.0,1,0.3333333333333333,0.6,0.6,0.75,0.7037037037037037,0.71875,0.6666666666666666,0.6,0.5714285714285714,0.703125,0.6241426611796982,0.555419921875,-0.3333333333333333,0.0,0.0285714285714285,0.046875,0.0795610425240055,0.163330078125,1.8394262520803148,-0.228988029407601,2.068414281487916
161,2022-12-17,Croatia,Morocco,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,1,2022,1,0,162,2022-03-31,16.0,15.0,-1.0,1621.11,1620.74,2022-03-31,24.0,24.0,0.0,1551.88,1547.42,8.0,69.22999999999979,1858.0,1764.0,94.0,1,-0.3333333333333333,0.0,0.0,-0.46875,-0.2674897119341562,-0.1708984375,0.0,0.4,0.4285714285714285,-0.1484375,0.0827617741197989,0.16656494140625,-0.3333333333333333,-0.4,-0.4285714285714285,-0.3203125,-0.3502514860539552,-0.33746337890625,-0.13930724009530535,-0.30845932179538915,0.1691520817000838
162,2022-12-18,Argentina,France,3.0,3.0,FIFA World Cup,Lusail,Qatar,1,2022,1,0,163,2022-03-31,4.0,4.0,0.0,1765.13,1766.99,2022-03-31,3.0,3.0,0.0,1789.85,1786.15,-1.0,-24.7199999999998,2101.0,2114.0,-13.0,0,0.6666666666666666,0.8,0.4285714285714285,0.7109375,0.6607224508459076,0.64935302734375,1.0,0.6,0.6666666666666666,0.875,0.8024691358024691,0.7890625,-0.3333333333333333,0.2,-0.238095238095238,-0.1640625,-0.1417466849565615,-0.13970947265625,0.6785815740764677,1.8241658843108846,-1.1455843102344168
163,2023-09-07,Colombia,Venezuela,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,0,2023,0,1,164,2023-07-20,17.0,17.0,0.0,1624.91,1624.91,2023-07-20,57.0,56.0,-1.0,1417.23,1417.23,40.0,207.6800000000001,1919.0,1691.0,228.0,1,0.3333333333333333,0.0,0.0,0.5,0.1111111111111109,-0.125,-1.0,-0.5,-0.5,-0.75,-0.4074074074074072,-0.15625,1.3333333333333333,0.5,0.5,1.25,0.5185185185185182,0.03125,-0.8584775086505192,1.9691960105841646,-2.8276735192346836
165,2023-09-07,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,0,2023,0,1,166,2023-07-20,1.0,1.0,0.0,1843.73,1843.73,2023-07-20,40.0,40.0,0.0,1486.47,1486.47,39.0,357.26,2144.0,1842.0,302.0,1,0.3333333333333333,0.6,0.4285714285714285,0.35546875,0.4404816338972718,0.4870147705078125,0.0,-0.2,-0.1428571428571428,-0.40625,-0.2510288065843621,-0.1884765625,0.3333333333333333,0.8,0.5714285714285714,0.76171875,0.6915104404816339,0.6754913330078125,0.6398414814837343,0.6845203872850658,-0.04467890580133149
164,2023-09-07,Paraguay,Peru,0.0,0.0,FIFA World Cup qualification,Ciudad del Este,Paraguay,0,2023,0,1,165,2023-07-20,49.0,48.0,-1.0,1442.64,1442.64,2023-07-20,21.0,21.0,0.0,1561.2,1561.2,-28.0,-118.55999999999996,1727.0,1845.0,-118.0,0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5555555555555556,-0.625,0.0,0.2,0.2,0.1875,0.271604938271605,0.36328125,-0.3333333333333333,-0.7,-0.7,-0.6875,-0.8271604938271606,-0.98828125,-0.5332139222470995,0.8656246931909339,-1.3988386154380335
166,2023-09-08,Uruguay,Chile,3.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,0,2023,0,1,167,2023-07-20,16.0,16.0,0.0,1633.13,1633.13,2023-07-20,32.0,32.0,0.0,1511.31,1511.31,16.0,121.82000000000016,1904.0,1706.0,198.0,1,0.0,0.4,0.5714285714285714,0.375,0.4074074074074074,0.484375,-0.3333333333333333,-0.5,-0.5,-0.75,-0.7037037037037037,-0.71875,0.3333333333333333,0.9,1.0714285714285714,1.125,1.1111111111111112,1.203125,0.4968471621976513,-0.8207856706696518,1.317632832867303
167,2023-09-08,Brazil,Bolivia,5.0,1.0,FIFA World Cup qualification,Belém,Brazil,0,2023,0,1,168,2023-07-20,3.0,3.0,0.0,1828.27,1828.27,2023-07-20,83.0,83.0,0.0,1295.09,1295.09,80.0,533.1800000000001,2133.0,1617.0,516.0,1,0.0,0.4,0.5714285714285714,0.24609375,0.331351928059747,0.3686370849609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.4,1.5714285714285714,1.24609375,1.331351928059747,1.3686370849609375,-0.03178732470781154,-2.449069814777122,2.4172824900693106
168,2023-09-12,Chile,Colombia,0.0,0.0,FIFA World Cup qualification,Santiago,Chile,0,2023,0,1,169,2023-07-20,32.0,32.0,0.0,1511.31,1511.31,2023-07-20,17.0,17.0,0.0,1624.91,1624.91,-15.0,-113.60000000000014,1706.0,1919.0,-213.0,0,-1.0,-0.6,-0.6,-0.875,-0.8024691358024691,-0.7890625,1.0,0.2,0.2,0.75,0.4074074074074072,0.15625,-2.0,-0.8,-0.8,-1.625,-1.2098765432098764,-0.9453125,-0.8713276900420253,-0.796214125788724,-0.07511356425330129
169,2023-09-12,Venezuela,Paraguay,1.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,0,2023,0,1,170,2023-07-20,57.0,56.0,-1.0,1417.23,1417.23,2023-07-20,49.0,48.0,-1.0,1442.64,1442.64,-8.0,-25.41000000000008,1691.0,1727.0,-36.0,1,-1.0,-0.6,-0.6,-0.875,-0.6049382716049381,-0.3671875,0.0,-0.4,-0.4,-0.25,-0.3703703703703704,-0.46875,-1.0,-0.1999999999999999,-0.1999999999999999,-0.625,-0.2345679012345676,0.1015625,1.8415962452556844,-0.4689072209384466,2.310503466194131
170,2023-09-12,Peru,Brazil,0.0,1.0,FIFA World Cup qualification,Lima,Peru,0,2023,0,1,171,2023-07-20,21.0,21.0,0.0,1561.2,1561.2,2023-07-20,3.0,3.0,0.0,1828.27,1828.27,-18.0,-267.06999999999994,1845.0,2133.0,-288.0,-1,0.3333333333333333,0.0,0.1666666666666666,0.09375,0.1810699588477366,0.2724609375,0.6666666666666666,0.4,0.5714285714285714,0.623046875,0.554234618706498,0.5264778137207031,-0.3333333333333333,-0.4,-0.4047619047619047,-0.529296875,-0.3731646598587613,-0.2540168762207031,0.781764417120879,0.11125898851029502,0.6705054286105839
171,2023-09-12,Bolivia,Argentina,0.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,0,2023,0,1,172,2023-07-20,83.0,83.0,0.0,1295.09,1295.09,2023-07-20,1.0,1.0,0.0,1843.73,1843.73,-82.0,-548.6400000000001,1617.0,2144.0,-527.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6666666666666666,0.6,0.7142857142857143,0.677734375,0.6269877559315145,0.6152610778808594,-1.6666666666666663,-1.6,-1.7142857142857144,-1.677734375,-1.6269877559315145,-1.6152610778808594,-2.44618335508435,0.615144923749397,-3.061328278833747
172,2023-09-12,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,0,2023,0,1,173,2023-07-20,40.0,40.0,0.0,1486.47,1486.47,2023-07-20,16.0,16.0,0.0,1633.13,1633.13,-24.0,-146.66000000000008,1842.0,1904.0,-62.0,1,-0.6666666666666666,-0.2,-0.2857142857142857,-0.703125,-0.5006858710562414,-0.391357421875,0.3333333333333333,0.4,0.5714285714285714,0.6875,0.6049382716049383,0.61328125,-1.0,-0.6000000000000001,-0.8571428571428571,-1.390625,-1.1056241426611797,-1.004638671875,0.6313133056800619,0.5664443879507306,0.06486891772933134
183,2023-10-12,Brazil,Venezuela,1.0,1.0,FIFA World Cup qualification,Cuiabá,Brazil,0,2023,0,1,184,2023-09-21,3.0,3.0,0.0,1837.61,1828.27,2023-09-21,53.0,57.0,4.0,1422.83,1417.23,50.0,414.78,2133.0,1691.0,442.0,0,0.6666666666666666,0.4,0.5714285714285714,0.8115234375,0.7028230791376653,0.6448583602905273,-0.3333333333333333,-0.6,-0.3333333333333333,0.0625,-0.0699588477366255,-0.025390625,1.0,1.0,0.9047619047619048,0.7490234375,0.7727819268742908,0.6702489852905273,0.1423614009508659,1.8015023484759383,-1.6591409475250725
184,2023-10-12,Argentina,Paraguay,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,0,2023,0,1,185,2023-09-21,1.0,1.0,0.0,1851.41,1843.73,2023-09-21,52.0,49.0,-3.0,1432.08,1442.64,51.0,419.33000000000015,2144.0,1727.0,417.0,1,0.6666666666666666,0.6,0.7142857142857143,0.8388671875,0.7513251706210096,0.7114458084106445,-0.6666666666666666,-0.4,-0.5,-0.625,-0.5802469135802469,-0.6015625,1.3333333333333333,1.0,1.2142857142857144,1.4638671875,1.3315720842012566,1.3130083084106443,0.6589599282347265,-0.5095597373538321,1.1685196655885586
185,2023-10-12,Bolivia,Ecuador,1.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,0,2023,0,1,186,2023-09-21,83.0,83.0,0.0,1287.86,1295.09,2023-09-21,38.0,40.0,2.0,1497.66,1486.47,-45.0,-209.80000000000013,1617.0,1842.0,-225.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3333333333333333,0.0,-0.1428571428571428,0.1484375,-0.0004572473708277,-0.04351806640625,-0.6666666666666667,-1.0,-0.8571428571428572,-1.1484375,-0.9995427526291722,-0.95648193359375,-2.3822902165499764,0.6812360524047641,-3.0635262689547407
187,2023-10-12,Taiwan,Timor-Leste,4.0,0.0,FIFA World Cup qualification,Kaohsiung,Taiwan,0,2023,0,1,188,2023-09-21,154.0,153.0,-1.0,1023.66,1028.18,2023-09-21,192.0,192.0,0.0,860.45,860.45,38.0,163.20999999999992,909.0,650.0,259.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
182,2023-10-12,Chile,Peru,2.0,0.0,FIFA World Cup qualification,Santiago,Chile,0,2023,0,1,183,2023-09-21,36.0,32.0,-4.0,1504.75,1511.31,2023-09-21,22.0,21.0,-1.0,1551.91,1561.2,-14.0,-47.16000000000008,1706.0,1845.0,-139.0,1,-0.6666666666666666,-0.4,-0.5,-0.4375,-0.5349794238683129,-0.591796875,-0.3333333333333333,-0.2,0.0,-0.453125,-0.2126200274348421,-0.045654296875,-0.3333333333333333,-0.2,-0.5,0.015625,-0.3223593964334707,-0.546142578125,-0.8024260612160237,0.6981312161137685,-1.5005572773297922
186,2023-10-12,Colombia,Uruguay,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,0,2023,0,1,187,2023-09-21,16.0,17.0,1.0,1629.6,1624.91,2023-09-21,17.0,16.0,-1.0,1626.51,1633.13,1.0,3.089999999999918,1919.0,1904.0,15.0,0,0.6666666666666666,0.4,0.1666666666666666,0.375,0.2716049382716048,0.1171875,0.3333333333333333,0.0,0.2857142857142857,-0.15625,0.0699588477366256,0.2099609375,0.3333333333333333,0.4,-0.119047619047619,0.53125,0.2016460905349792,-0.0927734375,-0.7670250595658579,0.44606530630657004,-1.213090365872428
180,2023-10-12,Afghanistan,Mongolia,1.0,0.0,FIFA World Cup qualification,Dushanbe,Tajikistan,1,2023,0,1,181,2023-09-21,158.0,157.0,-1.0,1014.25,1020.32,2023-09-21,183.0,183.0,0.0,908.71,908.71,25.0,105.53999999999996,1097.0,805.0,292.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
181,2023-10-12,Cambodia,Pakistan,0.0,0.0,FIFA World Cup qualification,Phnom Penh,Cambodia,0,2023,0,1,182,2023-09-21,177.0,176.0,-1.0,948.64,942.97,2023-09-21,197.0,201.0,4.0,847.67,847.67,20.0,100.97000000000004,863.0,852.0,11.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
178,2023-10-12,Maldives,Bangladesh,1.0,1.0,FIFA World Cup qualification,Malé,Maldives,0,2023,0,1,179,2023-09-21,155.0,155.0,0.0,1021.85,1021.85,2023-09-21,189.0,189.0,0.0,894.23,892.44,34.0,127.62,917.0,851.0,66.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
177,2023-10-12,Myanmar,Macau,5.0,1.0,FIFA World Cup qualification,Yangon,Myanmar,0,2023,0,1,178,2023-09-21,161.0,160.0,-1.0,1004.46,1000.26,2023-09-21,185.0,182.0,-3.0,903.89,913.68,24.0,100.57000000000004,930.0,674.0,256.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
176,2023-10-12,Nepal,Laos,1.0,1.0,FIFA World Cup qualification,Kathmandu,Nepal,0,2023,0,1,177,2023-09-21,175.0,175.0,0.0,953.85,958.05,2023-09-21,186.0,187.0,1.0,899.58,899.58,11.0,54.26999999999998,928.0,770.0,158.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
175,2023-10-12,Singapore,Guam,2.0,1.0,FIFA World Cup qualification,Kallang,Singapore,0,2023,0,1,176,2023-09-21,157.0,158.0,1.0,1016.47,1014.78,2023-09-21,201.0,203.0,2.0,838.33,838.33,44.0,178.14,1133.0,714.0,419.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
174,2023-10-12,Yemen,Sri Lanka,3.0,0.0,FIFA World Cup qualification,Abha,Saudi Arabia,1,2023,0,1,175,2023-09-21,156.0,156.0,0.0,1020.37,1020.37,2023-09-21,202.0,204.0,2.0,825.25,825.25,46.0,195.12,1100.0,677.0,423.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
173,2023-10-12,Indonesia,Brunei,6.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,0,2023,0,1,174,2023-09-21,147.0,150.0,3.0,1052.87,1047.46,2023-09-21,191.0,190.0,-1.0,887.58,891.12,44.0,165.28999999999985,1285.0,801.0,484.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
179,2023-10-12,Hong Kong,Bhutan,4.0,0.0,FIFA World Cup qualification,Hong Kong,Hong Kong,0,2023,0,1,180,2022-03-31,147.0,148.0,1.0,1053.39,1053.39,2023-09-21,184.0,185.0,1.0,905.78,900.65,37.0,147.61000000000013,1131.0,567.0,564.0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
196,2023-10-17,Bangladesh,Maldives,2.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,0,2023,0,1,197,2023-09-21,189.0,189.0,0.0,894.23,892.44,2023-09-21,155.0,155.0,0.0,1021.85,1021.85,-34.0,-127.62,912.0,896.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,-0.68,1.36
202,2023-10-17,Brunei,Indonesia,0.0,6.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,0,2023,0,1,203,2023-09-21,191.0,190.0,-1.0,887.58,891.12,2023-09-21,147.0,150.0,3.0,1052.87,1047.46,-44.0,-165.28999999999985,601.0,1297.0,-696.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-5.12,5.12,-10.24
201,2023-10-17,Venezuela,Chile,3.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,0,2023,0,1,202,2023-09-21,53.0,57.0,4.0,1422.83,1417.23,2023-09-21,36.0,32.0,-4.0,1504.75,1511.31,-17.0,-81.92000000000007,1728.0,1739.0,-11.0,1,0.0,-0.4,-0.2857142857142857,0.03125,-0.046639231824417,-0.01904296875,0.0,-0.4,-0.2857142857142857,0.28125,-0.0233196159122086,-0.19384765625,0.0,0.0,0.0,-0.25,-0.0233196159122083,0.1748046875,1.7543551515067655,-0.6211068811444929,2.3754620326512583
200,2023-10-17,Ecuador,Colombia,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,0,2023,0,1,201,2023-09-21,38.0,40.0,2.0,1497.66,1486.47,2023-09-21,16.0,17.0,1.0,1629.6,1624.91,-22.0,-131.93999999999983,1842.0,1919.0,-77.0,0,0.3333333333333333,0.0,0.1428571428571428,0.57421875,0.3330285017527814,0.2173614501953125,0.3333333333333333,0.6,0.1428571428571428,0.1875,0.1810699588477366,0.087890625,0.0,-0.6,0.0,0.38671875,0.1519585429050448,0.1294708251953125,0.6470456963809544,-0.7230824090031603,1.3701281053841148
199,2023-10-17,Paraguay,Bolivia,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,0,2023,0,1,200,2023-09-21,52.0,49.0,-3.0,1432.08,1442.64,2023-09-21,83.0,83.0,0.0,1287.86,1295.09,31.0,144.22000000000003,1727.0,1584.0,143.0,1,-0.6666666666666666,-0.4,-0.5714285714285714,-0.8125,-0.7201646090534979,-0.701171875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.6,0.4285714285714286,0.1875,0.2798353909465021,0.298828125,-0.47840916456831256,-2.248037850870566,1.7696286863022535
198,2023-10-17,Peru,Argentina,0.0,2.0,FIFA World Cup qualification,Lima,Peru,0,2023,0,1,199,2023-09-21,22.0,21.0,-1.0,1551.91,1561.2,2023-09-21,1.0,1.0,0.0,1851.41,1843.73,-21.0,-299.5,1798.0,2144.0,-346.0,-1,-0.6666666666666666,-0.2,-0.2857142857142857,-0.7265625,-0.4750800182898947,-0.28424072265625,1.0,0.8,0.7142857142857143,0.91943359375,0.8342167804140064,0.7835843563079834,-1.6666666666666663,-1.0,-1.0,-1.64599609375,-1.309296798703901,-1.0678250789642334,0.5229470269306056,0.6190211089268014,-0.09607408199619583
197,2023-10-17,Uruguay,Brazil,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,0,2023,0,1,198,2023-09-21,17.0,16.0,-1.0,1626.51,1633.13,2023-09-21,3.0,3.0,0.0,1837.61,1828.27,-14.0,-211.0999999999999,1904.0,2133.0,-229.0,1,0.0,0.0,0.1428571428571428,-0.078125,0.0466392318244171,0.157470703125,0.6666666666666666,0.6,0.4285714285714285,0.40576171875,0.4685487194251102,0.4836437702178955,-0.6666666666666666,-0.6,-0.2857142857142857,-0.48388671875,-0.4219094876006931,-0.3261730670928955,0.421002641229713,0.07516367148316792,0.34583896974654504
194,2023-10-17,Guam,Singapore,0.0,1.0,FIFA World Cup qualification,Dededo,Guam,0,2023,0,1,195,2023-09-21,201.0,203.0,2.0,838.33,838.33,2023-09-21,157.0,158.0,1.0,1016.47,1014.78,-44.0,-178.14,705.0,1132.0,-427.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.12,0.12,-0.24
193,2023-10-17,Macau,Myanmar,0.0,0.0,FIFA World Cup qualification,Taipa,Macau,0,2023,0,1,194,2023-09-21,185.0,182.0,-3.0,903.89,913.68,2023-09-21,161.0,160.0,-1.0,1004.46,1000.26,-24.0,-100.57000000000004,657.0,928.0,-271.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-3.52,3.52,-7.04
192,2023-10-17,Mongolia,Afghanistan,0.0,1.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,0,2023,0,1,193,2023-09-21,183.0,183.0,0.0,908.71,908.71,2023-09-21,158.0,157.0,-1.0,1014.25,1020.32,-25.0,-105.53999999999996,805.0,1082.0,-277.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.5,0.5,-1.0
