date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,is_world_cup,is_qualifier,match_id,home_rank_date_used,home_rank,home_previous_rank,home_rank_change,home_total_points,home_previous_points,away_rank_date_used,away_rank,away_previous_rank,away_rank_change,away_total_points,away_previous_points,rank_advantage,points_diff,result,home_elo_date_used,home_elo_rank,home_elo,home_elo_avg_rank,home_elo_avg_rating,home_elo_matches_total,home_elo_wins,home_elo_losses,home_elo_draws,home_elo_goals_for,home_elo_goals_against,home_is_host,away_elo_date_used,away_elo_rank,away_elo,away_elo_avg_rank,away_elo_avg_rating,away_elo_matches_total,away_elo_wins,away_elo_losses,away_elo_draws,away_elo_goals_for,away_elo_goals_against,away_is_host,elo_advantage,elo_rank_advantage,elo_avg_rating_advantage,elo_win_rate_home,elo_win_rate_away,elo_win_rate_advantage,home_elo_was_filled,away_elo_was_filled
2023-11-16,Nigeria,Lesotho,1.0,1.0,FIFA World Cup qualification,Uyo,Nigeria,0,2023,0,1,215,2023-10-26,40.0,40.0,0.0,1490.48,1488.86,2023-10-26,153.0,152.0,-1.0,1034.18,1034.18,113.0,456.3,0,2021-11-13,,1657.0,,,,,,,,,,2023-03-23,,1229.0,,,,,,,,,,428.0,,,,,,1,1
2023-11-16,Cape Verde,Angola,0.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,0,2023,0,1,216,2023-10-26,74.0,71.0,-3.0,1326.93,1337.29,2023-10-26,116.0,117.0,1.0,1169.64,1167.7,42.0,157.28999999999996,0,2022-12-31,84.0,1481.0,123.0,1290.0,213.0,78.0,87.0,48.0,221.0,239.0,0.0,2023-03-23,,1398.0,,,,,,,,,,83.0,,,0.3661971830985915,,,0,1
2023-11-16,Burundi,Gambia,3.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,1,2023,0,1,217,2023-10-26,142.0,141.0,-1.0,1080.43,1080.43,2022-03-31,123.0,125.0,2.0,1138.19,1135.18,-19.0,-57.75999999999999,1,2023-03-28,,1246.0,,,,,,,,,,2023-03-28,,1443.0,,,,,,,,,,-197.0,,,,,,1,1
2023-11-16,Gabon,Kenya,2.0,1.0,FIFA World Cup qualification,Franceville,Gabon,0,2023,0,1,218,2023-10-26,86.0,88.0,2.0,1270.8,1270.55,2023-10-26,110.0,109.0,-1.0,1186.85,1184.14,24.0,83.95000000000005,1,2023-03-23,,1494.0,,,,,,,,,,2023-03-28,,1371.0,,,,,,,,,,123.0,,,,,,1,1
2023-11-16,Philippines,Vietnam,0.0,2.0,FIFA World Cup qualification,Manila,Philippines,0,2023,0,1,219,2023-10-26,138.0,132.0,-6.0,1095.94,1099.29,2023-10-26,94.0,95.0,1.0,1236.25,1243.14,-44.0,-140.30999999999997,-1,2023-03-28,,1046.0,,,,,,,,,,2021-06-07,,1425.0,,,,,,,,,,-379.0,,,,,,1,1
2023-11-16,Algeria,Somalia,3.0,1.0,FIFA World Cup qualification,Algiers,Algeria,0,2023,0,1,220,2023-10-26,33.0,34.0,1.0,1512.9,1509.5,2023-10-26,196.0,194.0,-2.0,852.06,854.72,163.0,660.8400000000001,1,2022-12-31,42.0,1704.0,48.0,1618.0,642.0,278.0,192.0,172.0,950.0,669.0,0.0,2015-10-13,,857.0,,,,,,,,,,847.0,,,0.4330218068535825,,,0,1
2023-11-16,Sudan,Togo,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,1,2023,0,1,221,2023-10-26,130.0,130.0,0.0,1109.22,1109.22,2023-10-26,119.0,119.0,0.0,1158.24,1158.24,-11.0,-49.01999999999998,0,2023-03-23,,1296.0,,,,,,,,,,2023-03-28,,1319.0,,,,,,,,,,-23.0,,,,,,1,1
2023-11-16,Iraq,Indonesia,5.0,1.0,FIFA World Cup qualification,Basra,Iraq,0,2023,0,1,222,2023-10-26,68.0,69.0,1.0,1349.73,1347.38,2023-10-26,145.0,147.0,2.0,1069.82,1052.87,77.0,279.9100000000001,1,2022-12-31,66.0,1575.0,47.0,1623.0,713.0,334.0,178.0,201.0,1133.0,663.0,0.0,2023-10-12,,1297.0,,,,,,,,,,278.0,,,0.4684431977559607,,,0,1
2023-11-16,United Arab Emirates,Nepal,4.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,0,2023,0,1,223,2023-10-26,69.0,70.0,1.0,1348.87,1342.43,2023-10-26,173.0,175.0,2.0,963.82,953.85,104.0,385.04999999999984,1,2023-10-12,,1486.0,,,,,,,,,,2023-10-12,,912.0,,,,,,,,,,574.0,,,,,,1,1
2023-11-16,Iran,Hong Kong,4.0,0.0,FIFA World Cup qualification,Tehran,Iran,0,2023,0,1,224,2023-10-26,21.0,21.0,0.0,1567.3,1561.26,2022-03-31,147.0,148.0,1.0,1053.39,1053.39,126.0,513.9099999999999,1,2022-12-31,27.0,1780.0,41.0,1652.0,625.0,353.0,127.0,145.0,1172.0,491.0,0.0,2023-10-12,,1122.0,,,,,,,,,,658.0,,,0.5648,,,0,1
2023-11-16,Turkmenistan,Uzbekistan,1.0,3.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,0,2023,0,1,225,2023-10-26,141.0,140.0,-1.0,1086.12,1086.12,2023-10-26,73.0,75.0,2.0,1333.09,1328.35,-68.0,-246.97000000000003,-1,2023-06-11,,1250.0,,,,,,,,,,2022-12-31,66.0,1575.0,61.0,1588.0,320.0,154.0,106.0,60.0,559.0,366.0,0.0,-325.0,,,,0.48125,,1,0
2023-11-16,Bolivia,Peru,2.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,0,2023,0,1,226,2023-10-26,85.0,83.0,-2.0,1271.09,1287.86,2023-10-26,26.0,22.0,-4.0,1532.57,1551.91,-59.0,-261.48,1,2023-10-12,,1584.0,,,,,,,,,,2023-10-12,,1798.0,,,,,,,,,,-214.0,,,,,,1,1
2023-11-16,Venezuela,Ecuador,0.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,0,2023,0,1,227,2023-10-26,49.0,53.0,4.0,1445.67,1422.83,2023-10-26,36.0,38.0,2.0,1508.31,1497.66,-13.0,-62.63999999999987,0,2023-10-12,,1728.0,,,,,,,,,,2022-12-31,19.0,1842.0,66.0,1511.0,561.0,167.0,248.0,146.0,680.0,880.0,0.0,-114.0,,,,0.2976827094474153,,1,0
2023-11-16,Colombia,Brazil,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,0,2023,0,1,228,2023-10-26,17.0,16.0,-1.0,1626.6,1629.6,2023-10-26,3.0,3.0,0.0,1812.2,1837.61,-14.0,-185.6000000000001,1,2022-12-31,12.0,1919.0,50.0,1606.0,607.0,242.0,198.0,167.0,768.0,706.0,0.0,2022-12-31,2.0,2133.0,4.0,1997.0,1030.0,655.0,162.0,213.0,2236.0,915.0,0.0,-214.0,-10.0,-391.0,0.3986820428336079,0.6359223300970874,-0.2372402872634795,0,0
2023-11-16,Argentina,Uruguay,0.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,0,2023,0,1,229,2023-10-26,1.0,1.0,0.0,1861.29,1851.41,2023-10-26,15.0,17.0,2.0,1643.72,1626.51,14.0,217.56999999999996,-1,2022-12-31,1.0,2144.0,5.0,1983.0,1072.0,580.0,224.0,268.0,2032.0,1122.0,0.0,2022-12-31,13.0,1904.0,12.0,1875.0,981.0,430.0,314.0,237.0,1557.0,1225.0,0.0,240.0,12.0,108.0,0.5410447761194029,0.4383282364933741,0.1027165396260288,0,0
2023-11-16,Chile,Paraguay,0.0,0.0,FIFA World Cup qualification,Santiago,Chile,0,2023,0,1,230,2023-10-26,37.0,36.0,-1.0,1503.81,1504.75,2023-10-26,53.0,52.0,-1.0,1436.96,1432.08,16.0,66.84999999999991,0,2023-10-12,,1739.0,,,,,,,,,,2022-12-31,38.0,1727.0,23.0,1755.0,756.0,265.0,291.0,200.0,973.0,1082.0,0.0,12.0,,,,0.3505291005291005,,1,0
2023-11-16,Kuwait,India,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,0,2023,0,1,231,2023-10-26,136.0,135.0,-1.0,1097.05,1093.38,2023-10-26,102.0,102.0,0.0,1198.84,1204.88,-34.0,-101.78999999999996,-1,2023-10-12,,1385.0,,,,,,,,,,2023-03-28,,1240.0,,,,,,,,,,145.0,,,,,,1,1
2023-11-16,Qatar,Afghanistan,8.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,0,2023,0,1,232,2023-10-26,61.0,61.0,0.0,1394.16,1395.57,2023-10-26,154.0,158.0,4.0,1033.8,1014.25,93.0,360.3600000000001,1,2022-12-31,65.0,1577.0,94.0,1409.0,646.0,269.0,213.0,164.0,918.0,751.0,0.0,2023-10-12,,1082.0,,,,,,,,,,495.0,,,0.4164086687306501,,,0,1
2023-11-16,Syria,North Korea,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,1,2023,0,1,233,2023-10-26,92.0,93.0,1.0,1239.37,1245.81,2023-10-26,115.0,116.0,1.0,1169.96,1169.96,23.0,69.40999999999985,1,2023-03-28,,1423.0,,,,,,,,,,2019-11-19,,1379.0,,,,,,,,,,44.0,,,,,,1,1
2023-11-16,Thailand,China PR,1.0,2.0,FIFA World Cup qualification,Bangkok,Thailand,0,2023,0,1,234,2023-10-26,112.0,112.0,0.0,1177.15,1181.21,2023-10-26,79.0,80.0,1.0,1296.99,1297.25,-33.0,-119.83999999999992,-1,2023-10-12,,1384.0,,,,,,,,,,2023-03-23,,1475.0,,,,,,,,,,-91.0,,,,,,1,1
2023-11-16,South Korea,Singapore,5.0,0.0,FIFA World Cup qualification,Seoul,South Korea,0,2023,0,1,235,2023-10-26,24.0,26.0,2.0,1540.35,1533.01,2023-10-26,155.0,157.0,2.0,1032.89,1016.47,131.0,507.4599999999998,1,2022-12-31,26.0,1788.0,35.0,1684.0,1008.0,548.0,214.0,246.0,1826.0,927.0,0.0,2023-10-12,,1132.0,,,,,,,,,,656.0,,,0.5436507936507936,,,0,1
2023-11-16,Oman,Taiwan,3.0,0.0,FIFA World Cup qualification,Muscat,Oman,0,2023,0,1,236,2023-10-26,72.0,73.0,1.0,1334.37,1334.37,2023-10-26,152.0,154.0,2.0,1040.7,1023.66,80.0,293.66999999999985,1,2023-06-11,,1575.0,,,,,,,,,,2023-10-12,,927.0,,,,,,,,,,648.0,,,,,,1,1
2023-11-16,Malaysia,Kyrgyzstan,4.0,3.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,0,2023,0,1,237,2023-10-26,137.0,134.0,-3.0,1096.72,1094.9,2023-10-26,97.0,96.0,-1.0,1224.03,1228.6,-40.0,-127.30999999999996,1,2023-03-28,,1256.0,,,,,,,,,,2023-10-12,,1251.0,,,,,,,,,,5.0,,,,,,1,1
2023-11-16,Japan,Myanmar,5.0,0.0,FIFA World Cup qualification,Suita,Japan,0,2023,0,1,238,2023-10-26,18.0,19.0,1.0,1612.99,1605.2,2023-10-26,158.0,161.0,3.0,1011.73,1004.46,140.0,601.26,1,2022-12-31,17.0,1851.0,63.0,1454.0,794.0,377.0,252.0,165.0,1396.0,958.0,0.0,2023-10-12,,928.0,,,,,,,,,,923.0,,,0.4748110831234257,,,0,1
2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0,FIFA World Cup qualification,Radès,Tunisia,0,2023,0,1,239,2023-10-26,32.0,29.0,-3.0,1516.14,1525.23,2023-10-26,186.0,188.0,2.0,897.69,897.69,154.0,618.45,1,2022-12-31,35.0,1745.0,47.0,1614.0,729.0,307.0,220.0,202.0,1040.0,806.0,0.0,2021-03-28,,1063.0,,,,,,,,,,682.0,,,0.4211248285322359,,,0,1
2023-11-17,Mali,Chad,3.0,1.0,FIFA World Cup qualification,Bamako,Mali,0,2023,0,1,240,2023-10-26,47.0,49.0,2.0,1449.75,1441.72,2023-10-26,179.0,181.0,2.0,930.22,930.22,132.0,519.53,1,2023-03-28,,1595.0,,,,,,,,,,2016-03-23,,1250.0,,,,,,,,,,345.0,,,,,,1,1
2023-11-17,Ghana,Madagascar,1.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,0,2023,0,1,241,2023-10-26,60.0,60.0,0.0,1394.74,1400.0,2023-10-26,108.0,108.0,0.0,1188.57,1187.8,48.0,206.17000000000007,1,2022-12-31,62.0,1593.0,40.0,1656.0,742.0,358.0,199.0,185.0,1199.0,776.0,0.0,2023-07-30,,1254.0,,,,,,,,,,339.0,,,0.4824797843665768,,,0,1
2023-11-17,Comoros,Central African Republic,4.0,2.0,FIFA World Cup qualification,Moroni,Comoros,0,2023,0,1,242,2023-10-26,128.0,129.0,1.0,1125.57,1118.62,2023-10-26,127.0,127.0,0.0,1126.72,1126.72,-1.0,-1.150000000000091,1,2023-07-09,,1253.0,,,,,,,,,,2023-06-11,,1336.0,,,,,,,,,,-83.0,,,,,,1,1
2023-11-17,Liberia,Malawi,0.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,0,2023,0,1,243,2023-10-26,151.0,150.0,-1.0,1041.5,1047.85,2023-10-26,123.0,123.0,0.0,1144.29,1144.29,-28.0,-102.78999999999996,-1,2023-03-28,,1308.0,,,,,,,,,,2023-07-09,,1296.0,,,,,,,,,,12.0,,,,,,1,1
2023-11-17,Eswatini,Libya,0.0,1.0,FIFA World Cup qualification,Mbombela,South Africa,1,2023,0,1,244,2023-10-26,146.0,144.0,-2.0,1063.13,1065.69,2023-10-26,126.0,126.0,0.0,1137.64,1133.6,-20.0,-74.50999999999999,-1,2023-03-28,,1298.0,,,,,,,,,,2023-03-28,,1338.0,,,,,,,,,,-40.0,,,,,,1,1
2023-11-17,Ivory Coast,Seychelles,9.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,0,2023,0,1,245,2023-10-26,52.0,50.0,-2.0,1439.17,1437.89,2023-10-26,195.0,195.0,0.0,853.5,853.5,143.0,585.6700000000001,1,2022-12-31,49.0,1667.0,45.0,1640.0,648.0,321.0,158.0,169.0,1051.0,666.0,0.0,2023-07-09,,874.0,,,,,,,,,,793.0,,,0.4953703703703703,,,0,1
2023-11-17,Zambia,Congo,4.0,2.0,FIFA World Cup qualification,Ndola,Zambia,0,2023,0,1,246,2023-10-26,81.0,82.0,1.0,1291.34,1289.63,2023-10-26,106.0,107.0,1.0,1189.9,1189.9,25.0,101.43999999999984,1,2023-10-12,,1504.0,,,,,,,,,,2023-03-23,,1263.0,,,,,,,,,,241.0,,,,,,1,1
2023-11-17,Cameroon,Mauritius,3.0,0.0,FIFA World Cup qualification,Douala,Cameroon,0,2023,0,1,247,2023-10-26,43.0,41.0,-2.0,1466.98,1475.6,2023-10-26,177.0,178.0,1.0,942.64,942.64,134.0,524.34,1,2023-10-12,,1631.0,,,,,,,,,,2023-06-11,,963.0,,,,,,,,,,668.0,,,,,,1,1
2023-11-17,Burkina Faso,Guinea-Bissau,1.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,1,2023,0,1,248,2023-10-26,56.0,58.0,2.0,1410.59,1408.87,2023-10-26,110.0,106.0,-4.0,1186.85,1190.88,54.0,223.74,0,2023-03-28,,1598.0,,,,,,,,,,2021-10-09,,1383.0,,,,,,,,,,215.0,,,,,,1,1
2023-11-17,Guinea,Uganda,2.0,1.0,FIFA World Cup qualification,Berkane,Morocco,1,2023,0,1,249,2023-10-26,80.0,81.0,1.0,1296.89,1293.11,2023-10-26,90.0,89.0,-1.0,1251.94,1259.97,10.0,44.950000000000045,1,2022-09-23,,1387.0,,,,,,,,,,2023-06-11,,1389.0,,,,,,,,,,-2.0,,,,,,1,1
2023-11-18,Senegal,South Sudan,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,0,2023,0,1,250,2023-10-26,20.0,20.0,0.0,1600.82,1597.01,2023-10-26,167.0,167.0,0.0,986.56,986.56,147.0,614.26,1,2022-12-31,35.0,1745.0,58.0,1580.0,661.0,287.0,190.0,184.0,878.0,650.0,0.0,2023-03-23,,1136.0,,,,,,,,,,609.0,,,0.4341906202723147,,,0,1
2023-11-18,South Africa,Benin,2.0,1.0,FIFA World Cup qualification,Durban,South Africa,0,2023,0,1,251,2023-10-26,64.0,65.0,1.0,1366.35,1368.25,2023-10-26,93.0,94.0,1.0,1238.89,1245.44,29.0,127.4599999999998,1,2022-12-31,72.0,1540.0,31.0,1712.0,469.0,207.0,133.0,129.0,641.0,498.0,0.0,2020-11-17,,1476.0,,,,,,,,,,64.0,,,0.44136460554371,,,0,1
2023-11-18,Niger,Tanzania,0.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,1,2023,0,1,252,2023-10-26,129.0,128.0,-1.0,1122.81,1120.01,2023-10-26,121.0,122.0,1.0,1146.46,1146.46,-8.0,-23.65000000000009,-1,2023-03-23,,1239.0,,,,,,,,,,2023-03-28,,1313.0,,,,,,,,,,-74.0,,,,,,1,1
2023-11-19,Burundi,Gabon,1.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,1,2023,0,1,253,2023-10-26,142.0,141.0,-1.0,1080.43,1080.43,2023-10-26,86.0,88.0,2.0,1270.8,1270.55,-56.0,-190.3699999999999,-1,2023-03-28,,1246.0,,,,,,,,,,2023-03-23,,1494.0,,,,,,,,,,-248.0,,,,,,1,1
2023-11-19,Sierra Leone,Egypt,0.0,2.0,FIFA World Cup qualification,Monrovia,Liberia,1,2023,0,1,254,2023-10-26,122.0,124.0,2.0,1145.12,1144.16,2023-10-26,35.0,35.0,0.0,1511.95,1508.93,-87.0,-366.83000000000015,-1,2021-11-13,,1333.0,,,,,,,,,,2022-12-31,51.0,1660.0,37.0,1662.0,837.0,420.0,211.0,206.0,1467.0,887.0,0.0,-327.0,,,,0.5017921146953405,,1,0
2023-11-19,Sudan,DR Congo,1.0,0.0,FIFA World Cup qualification,Benghazi,Libya,1,2023,0,1,255,2023-10-26,130.0,130.0,0.0,1109.22,1109.22,2023-10-26,65.0,64.0,-1.0,1366.18,1369.59,-65.0,-256.96000000000004,1,2023-03-23,,1296.0,,,,,,,,,,2022-12-31,89.0,1453.0,62.0,1557.0,503.0,202.0,163.0,138.0,780.0,617.0,0.0,-157.0,,,,0.4015904572564612,,1,0
2023-11-19,Zimbabwe,Nigeria,1.0,1.0,FIFA World Cup qualification,Butare,Rwanda,1,2023,0,1,256,2023-10-26,125.0,125.0,0.0,1138.56,1138.56,2023-10-26,40.0,40.0,0.0,1490.48,1488.86,-85.0,-351.9200000000001,0,2021-10-09,,1333.0,,,,,,,,,,2021-11-13,,1657.0,,,,,,,,,,-324.0,,,,,,1,1
2023-11-19,Mozambique,Algeria,0.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,0,2023,0,1,257,2023-10-26,113.0,113.0,0.0,1176.58,1179.03,2023-10-26,33.0,34.0,1.0,1512.9,1509.5,-80.0,-336.32000000000016,-1,2023-03-28,,1311.0,,,,,,,,,,2022-12-31,42.0,1704.0,48.0,1618.0,642.0,278.0,192.0,172.0,950.0,669.0,0.0,-393.0,,,,0.4330218068535825,,1,0
2023-11-20,Mali,Central African Republic,1.0,1.0,FIFA World Cup qualification,Bamako,Mali,0,2023,0,1,258,2023-10-26,47.0,49.0,2.0,1449.75,1441.72,2023-10-26,127.0,127.0,0.0,1126.72,1126.72,80.0,323.03,0,2023-11-17,,1631.0,,,,,,,,,,2023-11-17,,1286.0,,,,,,,,,,345.0,,,,,,1,1
2023-11-20,Liberia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,0,2023,0,1,259,2023-10-26,151.0,150.0,-1.0,1041.5,1047.85,2023-10-26,91.0,92.0,1.0,1250.46,1248.98,-60.0,-208.96000000000004,1,2023-11-17,,1270.0,,,,,,,,,,2023-03-28,,1467.0,,,,,,,,,,-197.0,,,,,,1,1
2023-11-20,Chad,Madagascar,0.0,3.0,FIFA World Cup qualification,Oujda,Morocco,1,2023,0,1,260,2023-10-26,179.0,181.0,2.0,930.22,930.22,2023-10-26,108.0,108.0,0.0,1188.57,1187.8,-71.0,-258.3499999999999,-1,2023-11-17,,1178.0,,,,,,,,,,2023-11-17,,1288.0,,,,,,,,,,-110.0,,,,,,1,1
2023-11-20,Gambia,Ivory Coast,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,1,2023,0,1,261,2022-03-31,123.0,125.0,2.0,1138.19,1135.18,2023-10-26,52.0,50.0,-2.0,1439.17,1437.89,-71.0,-300.98,-1,2023-03-28,,1443.0,,,,,,,,,,2022-12-31,49.0,1667.0,45.0,1640.0,648.0,321.0,158.0,169.0,1051.0,666.0,0.0,-224.0,,,,0.4953703703703703,,1,0
2023-11-20,Djibouti,Guinea-Bissau,0.0,1.0,FIFA World Cup qualification,Cairo,Egypt,1,2023,0,1,262,2023-10-26,189.0,190.0,1.0,889.2,889.2,2023-10-26,110.0,106.0,-4.0,1186.85,1190.88,-79.0,-297.64999999999986,-1,2016-03-29,,752.0,,,,,,,,,,2023-11-17,,1411.0,,,,,,,,,,-659.0,,,,,,1,1
2023-11-20,Seychelles,Kenya,0.0,5.0,FIFA World Cup qualification,Abidjan,Ivory Coast,1,2023,0,1,263,2023-10-26,195.0,195.0,0.0,853.5,853.5,2023-10-26,110.0,109.0,-1.0,1186.85,1184.14,-85.0,-333.3499999999999,-1,2023-11-17,,859.0,,,,,,,,,,2023-03-28,,1371.0,,,,,,,,,,-512.0,,,,,,1,1
2023-11-21,Palestine,Australia,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,1,2023,0,1,264,2023-10-26,96.0,97.0,1.0,1224.05,1224.05,2023-10-26,27.0,27.0,0.0,1531.25,1531.72,-69.0,-307.20000000000005,-1,2022-06-14,,1432.0,,,,,,,,,,2022-12-31,29.0,1773.0,35.0,1669.0,599.0,304.0,171.0,124.0,1220.0,688.0,0.0,-341.0,,,,0.5075125208681135,,1,0
2023-11-21,Bangladesh,Lebanon,1.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,0,2023,0,1,265,2023-10-26,183.0,189.0,6.0,912.6,894.23,2023-10-26,104.0,101.0,-3.0,1198.25,1205.56,-79.0,-285.65,0,2023-10-12,,912.0,,,,,,,,,,2023-10-12,,1311.0,,,,,,,,,,-399.0,,,,,,1,1
2023-11-21,Ethiopia,Burkina Faso,0.0,3.0,FIFA World Cup qualification,El Jadida,Morocco,1,2023,0,1,266,2023-10-26,143.0,142.0,-1.0,1072.54,1072.54,2023-10-26,56.0,58.0,2.0,1410.59,1408.87,-87.0,-338.04999999999995,-1,2022-09-23,,1352.0,,,,,,,,,,2023-11-17,,1549.0,,,,,,,,,,-197.0,,,,,,1,1
2023-11-21,South Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,1,2023,0,1,267,2023-10-26,167.0,167.0,0.0,986.56,986.56,2023-10-26,101.0,99.0,-2.0,1208.99,1207.39,-66.0,-222.4300000000001,0,2023-03-23,,1136.0,,,,,,,,,,2023-03-28,,1372.0,,,,,,,,,,-236.0,,,,,,1,1
2023-11-21,Togo,Senegal,0.0,0.0,FIFA World Cup qualification,Lomé,Togo,0,2023,0,1,268,2023-10-26,119.0,119.0,0.0,1158.24,1158.24,2023-10-26,20.0,20.0,0.0,1600.82,1597.01,-99.0,-442.5799999999999,0,2023-03-28,,1319.0,,,,,,,,,,2022-12-31,35.0,1745.0,58.0,1580.0,661.0,287.0,190.0,184.0,878.0,650.0,0.0,-426.0,,,,0.4341906202723147,,1,0
2023-11-21,Lesotho,Benin,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,1,2023,0,1,269,2023-10-26,153.0,152.0,-1.0,1034.18,1034.18,2023-10-26,93.0,94.0,1.0,1238.89,1245.44,-60.0,-204.71000000000004,0,2023-03-23,,1229.0,,,,,,,,,,2020-11-17,,1476.0,,,,,,,,,,-247.0,,,,,,1,1
2023-11-21,Rwanda,South Africa,2.0,0.0,FIFA World Cup qualification,Butare,Rwanda,0,2023,0,1,270,2023-10-26,140.0,139.0,-1.0,1087.03,1087.03,2023-10-26,64.0,65.0,1.0,1366.35,1368.25,-76.0,-279.31999999999994,1,2022-09-23,,1271.0,,,,,,,,,,2022-12-31,72.0,1540.0,31.0,1712.0,469.0,207.0,133.0,129.0,641.0,498.0,0.0,-269.0,,,,0.44136460554371,,1,0
2023-11-21,Eswatini,Cape Verde,0.0,2.0,FIFA World Cup qualification,Mbombela,South Africa,1,2023,0,1,271,2023-10-26,146.0,144.0,-2.0,1063.13,1065.69,2023-10-26,74.0,71.0,-3.0,1326.93,1337.29,-72.0,-263.79999999999995,-1,2023-11-17,,1269.0,,,,,,,,,,2022-12-31,84.0,1481.0,123.0,1290.0,213.0,78.0,87.0,48.0,221.0,239.0,0.0,-212.0,,,,0.3661971830985915,,1,0
2023-11-21,Libya,Cameroon,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,0,2023,0,1,272,2023-10-26,126.0,126.0,0.0,1137.64,1133.6,2023-10-26,43.0,41.0,-2.0,1466.98,1475.6,-83.0,-329.3399999999999,0,2023-11-17,,1347.0,,,,,,,,,,2023-11-17,,1625.0,,,,,,,,,,-278.0,,,,,,1,1
2023-11-21,Mauritius,Angola,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,0,2023,0,1,273,2023-10-26,177.0,178.0,1.0,942.64,942.64,2023-10-26,116.0,117.0,1.0,1169.64,1167.7,-61.0,-227.0000000000001,0,2023-11-17,,1029.0,,,,,,,,,,2023-03-23,,1398.0,,,,,,,,,,-369.0,,,,,,1,1
2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,0,2023,0,1,274,2023-10-26,121.0,122.0,1.0,1146.46,1146.46,2023-10-26,13.0,13.0,0.0,1658.49,1658.32,-108.0,-512.03,-1,2023-03-28,,1313.0,,,,,,,,,,2022-12-31,16.0,1866.0,44.0,1648.0,679.0,327.0,162.0,190.0,1001.0,595.0,0.0,-553.0,,,,0.4815905743740795,,1,0
2023-11-21,Somalia,Uganda,0.0,1.0,FIFA World Cup qualification,Berkane,Morocco,1,2023,0,1,275,2023-10-26,196.0,194.0,-2.0,852.06,854.72,2023-10-26,90.0,89.0,-1.0,1251.94,1259.97,-106.0,-399.8800000000001,-1,2015-10-13,,857.0,,,,,,,,,,2023-11-17,,1362.0,,,,,,,,,,-505.0,,,,,,1,1
2023-11-21,Botswana,Guinea,1.0,0.0,FIFA World Cup qualification,Francistown,Botswana,0,2023,0,1,276,2023-10-26,148.0,149.0,1.0,1055.85,1050.69,2023-10-26,80.0,81.0,1.0,1296.89,1293.11,-68.0,-241.0400000000002,1,2023-03-28,,1326.0,,,,,,,,,,2023-11-17,,1444.0,,,,,,,,,,-118.0,,,,,,1,1
2023-11-21,Malawi,Tunisia,0.0,1.0,FIFA World Cup qualification,Lilongwe,Malawi,0,2023,0,1,277,2023-10-26,123.0,123.0,0.0,1144.29,1144.29,2023-10-26,32.0,29.0,-3.0,1516.14,1525.23,-91.0,-371.85000000000014,-1,2023-11-17,,1354.0,,,,,,,,,,2022-12-31,35.0,1745.0,47.0,1614.0,729.0,307.0,220.0,202.0,1040.0,806.0,0.0,-391.0,,,,0.4211248285322359,,1,0
2023-11-21,São Tomé and Príncipe,Namibia,0.0,2.0,FIFA World Cup qualification,Agadir,Morocco,1,2023,0,1,278,2023-10-26,186.0,188.0,2.0,897.69,897.69,2023-10-26,114.0,114.0,0.0,1172.41,1172.41,-72.0,-274.72,-1,2023-11-17,,1062.0,,,,,,,,,,2023-03-28,,1414.0,,,,,,,,,,-352.0,,,,,,1,1
